name,category,address,hours,rating,price,avg_bill,middle_avg_bill,middle_coffee_cup,chain,seats,city,avg_bill_from,avg_bill_to
александрия,банкетный зал,кропоткина 271,по предварительной договоренности,,,,,,0,,Новосибирск,,-1.0
аленушка,кафе,пос.коченево линейная 23,пн-вс 6.00 – 19.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
алмаз,"бар, паб",красный просп. 182 тц « европа »,"пн-чт,вс 12.00 – 2.00,пт-сб 12.00 – 4.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
алмаз,столовая,2 - я станционная 52а,пн-пт 10.00 – 16.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
алтан,ресторан,просп.димитрова 7 1 этаж,пн-вс 10.00 – 22.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
алтан,ресторан,кирова 108,пн-вс 9.00 – 21.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
альпака,кофейня,приморская 24,"пн-пт 7.30 – 21.30,сб-вс 10.30 – 21.30",,,,,,0,,Новосибирск,,-1.0
альпари,кафе,сибиряков - гвардейцев 56 корп.1,пн-вс 11.00 – 23.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
амазонка,столовая,советская 58,пн-пт 9.00 – 18.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
амбар,кафе,ленина 48,пн-вс 12.00 – 0.00,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
амир,кафе,кирова 177,"пн-чт,вс 12.00 – 1.00,пт-сб 12.00 – 2.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
анаит,кафе,мусы джалиля 14,пн-вс 12.00 – 0.00,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
анора,кафе,просп.дзержинского 4 / 1,пн-вс 8.00 – 22.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
апельсин,столовая,мичурина 12а,пн-вс 9.00 – 20.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
аппетито,столовая,челюскинцев 36 / 1,пн-пт 9.00 – 17.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
апшерон,кафе,просп.дзержинского 6 корп.1,"пн-чт,вс 10.00 – 0.00,пт-сб 10.00 – 1.00",,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
арабика,банкетный зал,ипподромская 56,по предварительной договоренности,,,,,,0,,Новосибирск,,-1.0
арагви,ресторан,сибиряков - гвардейцев 26,пн-вс 11.00 – 23.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
арас,столовая,дуси ковальчук 77а 1 этаж,пн-вс 9.00 – 20.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
арбат lounge,караоке,крылова 26 тц « москва »,пн-вс 20.00 – 6.00,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
арзу,кафе,толстого 117,пн-вс 9.00 – 23.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
арт - лига,банкетный зал,вокзальная магистраль 1 / 1 бц « лига - капитал » 1 этаж,по предварительной договоренности,,,,,,0,,Новосибирск,,-1.0
арт п.а.б.,кафе,терешковой 12а 2 этаж,"пн-чт 12.00 – 0.00,пт 12.00 – 3.00,сб 16.00 – 3.00,вс 16.00 – 0.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
астория,кафе,богдана хмельницкого 11,пн-вс 12.00 – 0.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
астс - столовая № 6,столовая,просп.академика лаврентьева 11 / 5,пн-пт 10.00 – 18.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
атерра - сьют,кафе,писарева 1а,пн-пт 7.30 – 20.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
атмосфера,ресторан,кирова 113 офис 346 3 этаж,неизвестно,,,,,,1,,Новосибирск,,-1.0
атп - 3,столовая,тюменская 2,пн-пт 8.00 – 16.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
афродита,кафе,коченевский р - н пос.коченево банковская 12,пн-вс 12.00 – 23.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
ахтамар,ресторан,николая островского 118 корп.1,пн-вс 10.00 – 23.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
аян,кафе,фрунзе 232,пн-пт 10.00 – 20.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
аян,ресторан, фрунзе 232,пн-пт 10.00 – 20.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
байкал,кафе,северный объезд 1 / 2 придорожный комплекс « байкал 54 »,пн-вс 7.00 – 1.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
бакинский двор,ресторан,троллейная 1 / 1,пн-вс 10.00 – 0.00,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
балджын,ресторан, кошурникова 5,пн-вс 10.00 – 21.00,,,,,,0,,Новосибирск,,-1.0
балкан - гриль,ресторан,фрунзе 3 цокольный этаж,пн-вс 12.00 – 0.00,,,1700 – 3000 рублей средний чек,,,0,,Новосибирск,1700.0,3000.0
бамбук,ресторан,станиславского 11,пн-вс 14.00 – 2.00,,,,,,0,,Новосибирск,,-1.0
банкетный зал,банкетный зал,аникина 23,по предварительной договоренности,,,,,,0,,Новосибирск,,-1.0
банкетный зал,банкетный зал,богдана хмельницкого 40 дворец культуры имени м.горького,по предварительной договоренности,,,,,,1,,Новосибирск,,-1.0
банкетный зал,банкетный зал,выборная 29 гостиничный комплекс « дк »,по предварительной договоренности,,,,,,1,,Новосибирск,,-1.0
банкетный зал,банкетный зал,пархоменко 7,по предварительной договоренности,,,,,,1,,Новосибирск,,-1.0
банкетный повар,ресторан,писарева 40,неизвестно,,,,,,0,,Новосибирск,,-1.0
банчетто,банкетный зал,просп.дзержинского 16,по предварительной договоренности,,,,,,0,,Новосибирск,,-1.0
бар,"бар, паб",ватутина 44 оздоровительный комплекс « все бани мира »,круглосуточно,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
барабас,караоке,мусы джалиля 14 / 1,"зимний период : чт 18.00 – 2.00,пт-сб 20.00 – 6.00 ; летний период : пт-сб 20.00 – 6.00",,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
барак,кафе,серафимовича 4,пн-вс 12.00 – 0.00,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
баранешь,кафе,дуси ковальчук 394,"пн-чт,вс 12.00 – 0.00,пт-сб 12.00 – 2.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
бар еды,ресторан,писарева 40,пн-вс 10.00 – 22.00,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
баржа,банкетный зал,добролюбова 2,по предварительной договоренности,,,,,,0,,Новосибирск,,-1.0
бар - закусочная,"бар, паб",гурьевская 55,"пн-чт,вс 11.00 – 1.00,пт-сб 11.00 – 4.00",,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
барок,"бар, паб",одоевского 1 / 8 корп.1,пн-вс 9.00 – 0.00,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
барок,"бар, паб",дуси ковальчук 18 корп.1,пн-вс 11.00 – 0.00,,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
барок,"бар, паб",кошурникова 7 / 2,пн-вс 9.00 – 0.00,,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
барракуда,кафе,богдана хмельницкого 65 / 1 гостиница « барракуда »,пн-вс 12.00 – 0.00,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
барракуда,кафе,менделеева 5,пн-вс 12.00 – 0.00,,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
басар,фастфуд,вокзальная 2 / 2,пн-вс 10.00 – 22.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
батоно хинкали,ресторан,семьи шамшиных 64,"пн-пт 9.00 – 0.00,сб-вс 12.00 – 0.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
баттерфляй,ресторан,фрунзе 7,неизвестно,,,,,,1,,Новосибирск,,-1.0
батуми,ресторан,мочищенское ш. 19,пн-вс 11.30 – 23.00,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
баязет,ресторан,немировича - данченко 146,круглосуточно,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
бек султан,столовая,почтовый лог 1 / 3,пн-сб 8.00 – 21.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
белок,ресторан,сибирская 58,пн-вс 11.00 – 0.00,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
белый зал,банкетный зал,пл.карла маркса 2 тц festival gallery,по предварительной договоренности,,,,,,0,,Новосибирск,,-1.0
березка,кафе,планетная 53 / 2,пн-вс 11.00 – 1.00,,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
библиотека,ресторан,советская 20,"пн-чт 12.00 – 0.00,пт 12.00 – 1.00,сб 11.00 – 1.00,вс 11.00 – 0.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
бим - бом,банкетный зал,горский микрорайон 8а,по предварительной договоренности,,,,,,0,,Новосибирск,,-1.0
бисквит,кондитерская,лазурная 4 / 1,пн-вс 10.00 – 21.00,,,,,,0,,Новосибирск,,-1.0
бисквит,кондитерская,бориса богаткова 194 / 11,пн-вс 10.00 – 21.00,,,,,,1,,Новосибирск,,-1.0
бисквит,кондитерская,владимира высоцкого 39 / 5,пн-вс 10.00 – 21.00,,,,,,1,,Новосибирск,,-1.0
бисквит,кондитерская, кропоткина 126 / 1,пн-вс 9.00 – 20.00,,,,,,1,,Новосибирск,,-1.0
блинная,ресторан,банковская 8 тц « диана »,пн-вс 9.00 – 19.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
блиномания,ресторан, геодезическая 7,пн-вс 9.00 – 21.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
