name,category,address,hours,rating,price,avg_bill,middle_avg_bill,middle_coffee_cup,chain,seats,city,avg_bill_from,avg_bill_to
prazacka,ресторан,кошурникова 8 / 1,"пн-чт,вс 12.00 – 1.00,пт-сб 12.00 – 2.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
prego,кафе,пл.труда 1,пн-пт 8.00 – 19.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
prestige,ресторан,nan,неизвестно,,,,,,0,,,,-1.0
primetime,кофейня,советская 23,пн-вс 9.30 – 18.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
primetime,кофейня,орджоникидзе 30,пн-вс 8.00 – 22.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
primetime,кофейня,дуси ковальчук 179 / 5 бц « колибри »,пн-вс 9.00 – 22.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
primetime,кофейня,советская 8,пн-вс 10.00 – 21.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
primetime,кофейня,красный просп. 31,пн-вс 9.30 – 21.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
primetime,кофейня,орджоникидзе 18,пн-вс 9.00 – 0.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
primetime,кофейня,кирова 23,пн-вс 9.00 – 22.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
primetime,кофейня,красный просп. 157 / 1 1 этаж,пн-вс 8.00 – 21.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
primetime,кофейня,просп.карла маркса 39,пн-вс 8.00 – 23.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
primetime,кофейня,большевистская 45 / 1,пн-вс 9.00 – 21.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
primetime,кофейня,пос.кольцово никольский просп. 1,пн-вс 10.00 – 21.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
primetime,кофейня,красный просп. 2 / 1 супермаркет « мегас » 1 этаж,пн-вс 9.00 – 21.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
primetime,кофейня,выставочная 38 / 1 1 этаж,пн-вс 10.00 – 18.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
primetime,кофейня,кошурникова 33,пн-вс 10.00 – 21.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
primetime,кофейня,серебренниковская 20 1 этаж,пн-пт 9.00 – 19.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
primetime,кофейня,красный просп. 25 / 1 корп.1,"пн-пт 7.30 – 22.00,сб-вс 8.00 – 22.00",,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
primetime,кофейня,обская 2,пн-вс 9.00 – 20.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
primetime,кофейня,светлановская 50 твк « большая медведица »,пн-вс 10.00 – 20.30,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
primetime,кофейня,микрорайон стрижи 11,пн-вс 8.00 – 22.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
primetime,кофейня,краснообск 6 - й микрорайон 1,"пн-пт 6.55 – 21.00,сб-вс 8.00 – 21.00",,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
primetime,кофейня,героев революции 64,пн-вс 8.00 – 22.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
primetime family café,кафе,красный просп. 157 / 1 1 этаж,пн-вс 10.00 – 22.00,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
primo grill,ресторан,каменская 55,пн-вс 10.00 – 22.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
pro - testo,ресторан,пос.кольцово вознесенская 3,пн-вс 9.00 – 21.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
public,"бар, паб",советская 52,пн-вс 12.00 – 1.00,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
pura vida,кафе, сибревкома 9,"пн-чт,вс 11.00 – 0.00,пт-сб 11.00 – 2.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
qoob,ресторан,красный просп. 33,"пн-чт,вс 15.00 – 2.00,пт-сб 15.00 – 4.00",,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
ragu café,кафе,красный просп. 17 тц « бутон » 8 – 9 этаж,"пн-чт,вс 12.00 – 2.00,пт-сб 12.00 – 4.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
red hot pizza,ресторан,военная 5 трц « аура »,пн-вс 10.00 – 22.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
red rabbit,"бар, паб",ильича 8,"бар : пн-чт,вс 12.00 – 0.00,пт-сб 12.00 – 2.00 ; кофейня : пн-вс 8.00 – 0.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
respublica,"бар, паб",ленина 6,"пн-чт,вс 12.00 – 2.00,пт-сб 12.00 – 6.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
respublica,"бар, паб",гоголя 33 / 1,"пн-чт,вс 12.00 – 1.00,пт-сб 12.00 – 4.00",,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
respublica,"бар, паб",бориса богаткова 201 / 1 2 этаж,"пн-чт,вс 12.00 – 1.00,пт-сб 12.00 – 4.00",,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
respublica,"бар, паб",фрунзе 5,"пн-чт,вс 12.00 – 1.00,пт-сб 12.00 – 4.00",,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
respublica,"бар, паб",дуси ковальчук 179 / 2 1 этаж,"пн-чт 11.00 – 1.00,пт 11.00 – 4.00,сб 12.00 – 4.00,вс 12.00 – 1.00",,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
respublica,"бар, паб",покрышкина 6,"пн-чт 11.00 – 1.00,пт 11.00 – 4.00,сб 12.00 – 4.00,вс 12.00 – 1.00",,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
river park,кафе,добролюбова 2 отель river park hotel,пн-вс 7.00 – 0.00,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
riverside bar & food,"бар, паб",большевистская 128,"пн-чт,вс 18.00 – 1.00,пт-сб 15.00 – 2.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
robusta,кофейня,инженерная 20,пн-пт 9.00 – 18.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
robusta,кофейня,николаева 11 13 этаж,пн-пт 9.00 – 18.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
rock coffee altay,кофейня,сакко и ванцетти 77,"пн-пт 8.00 – 20.00,сб 10.00 – 20.00",,,,,,0,,Новосибирск,,-1.0
rock coffee altay,кофейня,большевистская 52 / 1,"пн-пт 8.00 – 20.00,сб-вс 10.00 – 20.00",,,,,,1,,Новосибирск,,-1.0
roma antica,ресторан,серебренниковская 9 1 этаж,пн-вс 10.00 – 23.00,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
romanov,ресторан,арбузова 6 / 2 park wood hotel 1 этаж,круглосуточно,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
royal pub,"бар, паб",немировича - данченко 146 / 2,"пн-чт,вс 11.00 – 23.00,пт-сб 10.00 – 0.00",,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
rustico pizza,ресторан, петухова 14б,пн-вс 9.00 – 22.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
sagittarius,банкетный зал,пос.садовый березовая 14 / 7 резиденция sagittarius,по предварительной договоренности,,,,,,0,,Новосибирск,,-1.0
salt,винотека,фрунзе 3,вт-вс 12.00 – 0.00,,,1700 – 3000 рублей средний чек,,,0,,Новосибирск,1700.0,3000.0
santa coffee,кофейня,пл.карла маркса 3 тоц « версаль » 1 этаж,пн-вс 10.00 – 21.00,,,,,,0,,Новосибирск,,-1.0
santa coffee,кофейня,пл.карла маркса 2 тц festival gallery 1 этаж,пн-вс 10.00 – 21.00,,,,,,1,,Новосибирск,,-1.0
santa coffee,кофейня,красный просп. 218 / 2,"пн-пт 7.30 – 20.00,сб-вс 9.00 – 19.00",,,,,,1,,Новосибирск,,-1.0
santa coffee,кофейня,красный просп. 161,пн-вс 10.00 – 22.00,,,,,,1,,Новосибирск,,-1.0
santa coffee,кофейня, немировича - данченко 148 / 2,"пн-пт 7.30 – 23.00,сб-вс 9.00 – 23.00",,,,,,1,,Новосибирск,,-1.0
schale,кафе,петухова 38,пн-вс 11.00 – 2.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
schmidt,пекарня,гоголя 9,пн-вс 8.00 – 22.00,,,,,,0,,Новосибирск,,-1.0
schmidt,пекарня,вокзальная магистраль 16,пн-вс 8.00 – 22.00,,,,,,1,,Новосибирск,,-1.0
schmidt,пекарня,челюскинцев 18 / 1,пн-вс 8.00 – 21.30,,,,,,1,,Новосибирск,,-1.0
schmidt,пекарня,ленина 12 2 этаж,пн-вс 8.00 – 22.00,,,,,,1,,Новосибирск,,-1.0
schulz,"бар, паб",советская 20,"пн-чт 12.00 – 0.00,пт 12.00 – 2.00,сб 14.00 – 2.00,вс 14.00 – 0.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
schulz,"бар, паб",фрунзе 4 цокольный этаж,"пн-чт 12.00 – 0.00,пт 12.00 – 2.00,сб 14.00 – 2.00,вс 14.00 – 0.00",,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
schulz,"бар, паб",ватутина 23 цокольный этаж,"пн-чт 12.00 – 0.00,пт 12.00 – 2.00,сб 14.00 – 2.00,вс 14.00 – 0.00",,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
scm,кофейня, кирова 29,"пн-пт 7.00 – 19.00,сб-вс 9.00 – 17.00",,,,,,0,,Новосибирск,,-1.0
shabba bar,ресторан,трудовая 1 цокольный этаж,"пн-чт 14.00 – 2.00,пт-вс 14.00 – 5.00",,,,,,0,,Новосибирск,,-1.0
shaurmeals,ресторан,дуси ковальчук 378а корп.10,пн-сб 10.00 – 22.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
sheih,ресторан,кошурникова 39 / 1,пн-вс 15.00 – 3.00,,,,,,0,,Новосибирск,,-1.0
shifu,ресторан,красный просп. 22 1 этаж,"пн-чт,вс 12.00 – 22.00,пт-сб 12.00 – 23.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
shurubor coffeeshop,кофейня,красный просп. 77б корп.1,пн-вс 7.30 – 22.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
shurubor coffeeshop,кофейня,ильича 6,пн-вс 10.00 – 21.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
shurubor coffeeshop,кофейня,ленина 3 гостиница « центральная »,пн-вс 7.30 – 22.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
siberian smoke,ресторан,красный просп. 45,"пн-чт 14.00 – 1.00,пт-вс 14.00 – 2.00",,,,,,0,,Новосибирск,,-1.0
siberian story,кофейня,красный просп. 11,пн-вс 7.30 – 22.30,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
siberian story,кофейня,красный просп. 47,пн-вс 7.30 – 22.30,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
siberian story,кофейня,кутателадзе 4 / 4,пн-вс 10.00 – 22.30,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
siesta,банкетный зал,петухова 22,по предварительной договоренности,,,,,,0,,Новосибирск,,-1.0
silver,банкетный зал,дуси ковальчук 252,по предварительной договоренности,,,,,,0,,Новосибирск,,-1.0
sinlun,ресторан,кирова 29,пн-вс 11.00 – 0.00,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
skopin,винотека,колыванская 8,пн-вс 12.00 – 0.00,,,1700 – 3000 рублей средний чек,,,0,,Новосибирск,1700.0,3000.0
skuratov coffee,кофейня,ватутина 107 тц « мега новосибирск »,пн-вс 10.00 – 22.00,,,,,,1,,Новосибирск,,-1.0
skuratov coffee,кофейня,советская 18,пн-вс 6.55 – 23.05,,,,,,1,,Новосибирск,,-1.0
skuratov coffee,кофейня, геодезическая 2 / 1,пн-вс 6.55 – 23.55,,,,,,1,,Новосибирск,,-1.0
sky city,спортбар,немировича - данченко 142 трк « горский »,"пн-чт 12.00 – 0.00,пт 12.00 – 6.00,сб 10.00 – 6.00,вс 10.00 – 0.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
sky city,ресторан,nan,неизвестно,,,,,,1,,,,-1.0
skyexpo,ресторан,станционная 100,круглосуточно,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
sky lounge,ресторан,просп.димитрова 4 / 1 бц « кобра »,"пн-пт 12.00 – 0.00,сб-вс 15.00 – 15.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
sloyka,пекарня,иванова 29,пн-вс 8.00 – 21.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
smoking,ресторан,гоголя 42,"пн-чт,вс 15.00 – 2.00,пт-сб 15.00 – 4.00",,,,,,0,,Новосибирск,,-1.0
softhard bar,"бар, паб",инженерная 4а,"пн 12.00 – 1.00,вт-чт 12.00 – 2.00,пт 12.00 – 3.00,сб 14.00 – 3.00,вс 14.00 – 1.00",,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
sokol coffee,кофейня,военная 5 трц « аура »,пн-вс 10.00 – 22.00,,,,,,0,,Новосибирск,,-1.0
solo,банкетный зал,станиславского 40,по предварительной договоренности,,,,,,0,,Новосибирск,,-1.0
solo,банкетный зал,серафимовича 25,по предварительной договоренности,,,,,,1,,Новосибирск,,-1.0
sparks downtown kitchen,кафе,красный просп. 37,"пн-чт,вс 12.00 – 1.00,пт-сб 12.00 – 2.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
sparks home kitchen,кафе,ильича 8,"пн-чт,вс 12.00 – 1.00,пт-сб 12.00 – 2.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
spb,фастфуд,фрунзе 49 / 3,"пн-чт,вс 10.00 – 22.00,пт-сб 10.00 – 0.00",,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
spot & choo ' s burgers,ресторан,ильича 10,пн-вс 12.00 – 0.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
stan lee,ресторан,урицкого 32,пн-вс 12.00 – 3.00,,,,,,0,,Новосибирск,,-1.0
subway,фастфуд,дмитрия шамшурина 43 1 этаж,круглосуточно,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
sun rise,кафе,динамовцев 1,пн-вс 11.00 – 0.00,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
superego,ресторан,ленина 12,"пн-чт,вс 12.00 – 2.00,пт-сб 12.00 – 4.00",,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
superego,кофейня,микрорайон стрижи 10,"пн-пт 8.00 – 22.00,сб-вс 9.00 – 22.00",,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
svoboda,кофейня, просп.строителей 21,пн-вс 11.00 – 21.00,,,,,,0,,Новосибирск,,-1.0
svoboda,кофейня, прос.академика сандахчиева 1,пн-вс 10.00 – 21.00,,,,,,1,,Новосибирск,,-1.0
sweetness,кондитерская,геодезическая 4 / 1 тц « амстердам »,пн-вс 9.00 – 21.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
taqueria del centro,"бар, паб",ленина 9,"пн-чт,вс 12.00 – 0.00,пт-сб 12.00 – 2.00",,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
tasty room,ресторан, дмитрия шамшурина 47б,пн-вс 10.00 – 20.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
tata tomato,ресторан,иванова 29,"пн-пт 12.00 – 22.00,сб-вс 11.00 – 22.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
teahupoo coffee brewing co.,кофейня,ильича 10,пн-вс 7.45 – 22.45,,,,,,0,,Новосибирск,,-1.0
team grill,"бар, паб",ученическая 2а,пн-вс 11.00 – 23.00,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
the chops,ресторан,урицкого 17,"пн-пт 17.00 – 1.00,сб-вс 12.00 – 1.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
the fog,ресторан,геодезическая 2 / 1,"пн-чт,вс 14.00 – 1.00,пт-сб 14.00 – 3.00",,,,,,0,,Новосибирск,,-1.0
the loft lounge,ресторан,коммунистическая 45,"пн-чт,вс 12.00 – 2.00,пт-сб 12.00 – 4.00",,,,,,0,,Новосибирск,,-1.0
the rooks,"бар, паб",коммунистическая 45,"пн-чт,вс 17.00 – 2.00,пт-сб 17.00 – 4.00",,,,,,0,,Новосибирск,,-1.0
the yogurt shop,кондитерская,красный просп. 101 трк « ройял - парк » 2 этаж,пн-вс 10.00 – 22.00,,,,,,0,,Новосибирск,,-1.0
time,кафе,большевистская 103 бц « якутия »,пн-пт 8.00 – 17.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
tolstyi lev,"бар, паб",льва толстого 77 гостиница tolstogo city hotel,пн-вс 8.00 – 20.00,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
tomyumbar,ресторан,мичурина 11,"пн-чт,вс 11.00 – 23.00,пт-сб 11.00 – 0.00",,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
tomyumbar,ресторан,красный просп. 50,"пн-чт,вс 11.00 – 23.00,пт-сб 11.00 – 0.00",,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
tomyumbar,ресторан,ленина 20,"пн-чт,вс 11.00 – 22.00,пт-сб 11.00 – 23.00",,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
tomyumbar,ресторан,ватутина 107 тц « мега новосибирск »,пн-вс 11.00 – 22.00,,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
traveler ' s coffee,кофейня,мусы джалиля 14 / 1,пн-вс 7.00 – 23.00,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
traveler ' s coffee,кофейня,красный просп. 65,пн-вс 8.00 – 23.00,,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
traveler ' s coffee,кофейня,пос.кольцово никольский просп. 2,пн-вс 8.00 – 0.00,,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
traveler ' s coffee,кофейня,гоголя 13 трц « галерея новосибирск »,пн-вс 10.00 – 22.00,,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
traveler ' s coffee,кофейня,красный просп. 101 трк « ройял - парк »,пн-вс 10.00 – 22.00,,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
trm,"бар, паб",коммунистическая 43,"ср-чт,вс 18.00 – 2.00,пт-сб 18.00 – 6.00",,,,,,0,,Новосибирск,,-1.0
truck house,кафе,пашинский пер. 1 корп.2,круглосуточно,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
tuan pho vietnam,ресторан,вилюйская 15,пн-вс 11.00 – 22.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
tutti frutti summer love,кондитерская,гоголя 13 трц « галерея новосибирск »,пн-вс 10.00 – 22.00,,,,,,0,,Новосибирск,,-1.0
two pizza,ресторан,заречная 4,пн-вс 12.00 – 23.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
vaer,"бар, паб",декабристов 41,"пн-чт,вс 10.00 – 0.00,пт-сб 10.00 – 2.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
vaer pub,"бар, паб",ипподромская 8,"пн-чт,вс 12.00 – 0.00,пт-сб 12.00 – 2.00",,,,,,0,,Новосибирск,,-1.0
vaer pub,"бар, паб",владимира заровного 26,"пн-чт,вс 12.00 – 0.00,пт-сб 12.00 – 2.00",,,,,,1,,Новосибирск,,-1.0
vatel,ресторан, красный просп. 50,"пн-сб 12.00 – 0.00,вс 15.00 – 0.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
veggie pit,кафе,каменская 45,пн-вс 11.00 – 19.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
veggy,ресторан,урицкого 36,пн-вс 10.00 – 22.00,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
via margarita,ресторан,карла маркса 28 / 1,"пн-чт,вс 12.00 – 0.00,пт-сб 12.00 – 1.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
waffle patio,кондитерская,фрунзе 238 трц « сибирский молл »,пн-вс 10.00 – 22.00,,,,,,0,,Новосибирск,,-1.0
wasabi,ресторан,богдана хмельницкого 6,пн-вс 11.00 – 22.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
wasabi,ресторан,красноярская 34,пн-вс 11.00 – 22.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
wasteland,кофейня,галущака 15 цокольный этаж,пн-вс 10.00 – 0.00,,,,,,0,,Новосибирск,,-1.0
wok in wall,ресторан,ленина 3 гостиница « центральная »,пн-вс 11.00 – 21.30,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
wok in wall,ресторан,красный просп. 29 / 1 тц « пирамида »,пн-вс 11.00 – 21.30,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
woksy,ресторан,красный просп. 101 трк « ройял - парк » 2 этаж,пн-вс 10.00 – 22.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
woksy,ресторан,большевистская 43 / 1 тк « речной вокзал »,пн-вс 10.00 – 23.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
wong bistro,ресторан,ленина 10а тц « пассаж »,пн-вс 12.00 – 0.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
wood moon,ресторан,советская 58,"пн-чт 16.00 – 2.00,пт-вс 16.00 – 4.00",,,,,,0,,Новосибирск,,-1.0
woody bar,"бар, паб",коммунистическая 43,"пн-чт,вс 18.00 – 2.00,пт-сб 18.00 – 6.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
yard,"бар, паб",урицкого 17,"пн-пт 17.00 – 22.00,сб-вс 12.00 – 22.00",,,,,,0,,Новосибирск,,-1.0
yofi,ресторан,красный просп. 22,пн-вс 12.00 – 0.00,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
yoossi,кафе,вокзальная магистраль 6а,пн-вс 11.00 – 23.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
zakher,кофейня, дуси ковальчук 260,пн-вс 8.00 – 22.00,,,,,,0,,Новосибирск,,-1.0
zakher,кофейня, писарева 1,пн-вс 8.00 – 22.00,,,,,,1,,Новосибирск,,-1.0
zakher,кофейня, красный просп. 66,пн-вс 8.00 – 22.00,,,,,,1,,Новосибирск,,-1.0
zakher,кофейня, красный просп. 17,пн-вс 8.00 – 22.00,,,,,,1,,Новосибирск,,-1.0
zanzibar,"бар, паб",гоголя 42,"пн-чт,вс 19.00 – 4.00,пт-сб 19.00 – 6.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
"абдула , поджигай !",ресторан,советская 8,пн-вс 14.00 и до последнего посетителя,,,,,,0,,Новосибирск,,-1.0
"абдула , поджигай !",ресторан,максима горького 87,пн-вс 14.00 и до последнего посетителя,,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
"абдула , поджигай !",ресторан,комсомольский просп. 24,пн-вс 14.00 и до последнего посетителя,,,,,,1,,Новосибирск,,-1.0
абрикоска,кафе,зорге 1а тц « татьяна » 2 этаж,пн-вс 10.00 – 20.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
аванта,ресторан,гоголя 189 / 1 отель « аванта »,круглосуточно,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
австрия,ресторан,мичурина 12а,"пн-чт,вс 12.00 – 0.00,пт-сб 12.00 – 2.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
ага,ресторан,горский микрорайон 51 цокольный этаж,пн-вс 10.00 – 21.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
ага,ресторан,выборная 115 / 2,пн-вс 10.00 – 21.00,,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
агат,кафе,сибирская 58,пн-вс 11.00 – 0.00,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
агат,столовая,залесского 4,"пн-пт 10.00 – 17.00,сб 10.00 – 15.00",,,до 700 рублей средний чек,,,1,,Новосибирск,0.0,700.0
аджикинежаль,ресторан,красный просп. 37,пн-вс 12.00 – 0.00,,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
аджикинежаль,ресторан,пл.карла маркса 1 / 1,пн-вс 12.00 – 0.00,,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
аджикинежаль,ресторан,ватутина 107 тц « мега новосибирск »,пн-вс 10.00 – 22.00,,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
аджикинежаль,ресторан,ильича 6,"пн-чт,вс 12.00 – 0.00,пт-сб 12.00 – 2.00",,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
аджикинежаль,ресторан,красный просп. 157 / 1,"пн-чт,вс 12.00 – 0.00,пт-сб 12.00 – 2.00",,,700 – 1700 рублей средний чек,,,1,,Новосибирск,700.0,1700.0
адмирал,кафе,пархоменко 26,"пн-чт,вс 11.00 – 0.00,пт-сб 11.00 – 2.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
азия плюс,кафе,колхидская 11,"пн-чт 20.00 – 3.00,пт-вс 18.00 – 6.00",,,700 – 1700 рублей средний чек,,,0,,Новосибирск,700.0,1700.0
академия кофе,кофейня,ленина 3,пн-вс 7.30 – 23.00,,,,,,0,,Новосибирск,,-1.0
академия кофе,кофейня,просп.карла маркса 47,пн-вс 7.30 – 22.00,,,,,,1,,Новосибирск,,-1.0
академия кофе,кофейня,вокзальная магистраль 16,пн-вс 7.30 – 22.00,,,,,,1,,Новосибирск,,-1.0
академия кофе,кофейня,морской просп. 2,пн-вс 7.30 – 23.00,,,,,,1,,Новосибирск,,-1.0
академия кофе,кофейня,дуси ковальчук 179 / 2,пн-вс 7.30 – 23.00,,,,,,1,,Новосибирск,,-1.0
академия кофе,кофейня,ипподромская 8,пн-вс 7.30 – 22.00,,,,,,1,,Новосибирск,,-1.0
акварио,кафе,вокзальная магистраль 1 / 1 бц « лига - капитал » 1 этаж,пн-пт 9.00 – 18.00,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
аквилон,кафе,бродского 11 гк « аквилон »,круглосуточно,,,до 700 рублей средний чек,,,0,,Новосибирск,0.0,700.0
