,name,category,address,hours,rating,avg_bill,middle_coffee_cup
3162,Pavlova,Кофейня,"Новосибирск , Геодезическая , 4 / 1 , ТЦ « Амстердам »",пн - вс 9.00 – 20.00,,,
3163,People ' s,Бар,"Новосибирск , Дуси Ковальчук , 179 / 4 , ТРК « Калина - центр »",круглосуточно,,700 – 1700 рублей средний чек,
3164,People ' s,Бар,"Новосибирск , Вокзальная магистраль , 16",круглосуточно,,700 – 1700 рублей средний чек,
3165,Perfetto,Кафе,"Новосибирск , Державина , 92","пн - пт 9.00 – 22.00 , сб - вс 10.00 – 22.00",,До 700 рублей средний чек,
3166,Performance,Банкетный зал,"Новосибирск , Объединения , 100 / 6 , 2 этаж",по предварительной договоренности,,,
3167,Pharos Shawarma,Ресторан,"Новосибирск , Фадеева , 57 / 1",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
3168,Pho,Ресторан,"Новосибирск , Коммунистическая , 45",вт - вс 12.00 – 21.00,,До 700 рублей средний чек,
3169,Pho,Ресторан,"Новосибирск , Ленина , 25",вт - вс 12.00 – 21.00,,До 700 рублей средний чек,
3170,Pho,Ресторан,"Новосибирск , Мичурина , 12 , ТК « Центральный рынок »",вт - вс 10.30 – 17.30,,До 700 рублей средний чек,
3171,Pho,Ресторан,"Новосибирск , Ленина , 3 , гостиница « Центральная »",вт - вс 12.00 – 21.00,,До 700 рублей средний чек,
3172,Pho,Ресторан,"Новосибирск , Геодезическая , 4 / 1 , ТЦ « Амстердам »",вт - вс 12.00 – 21.00,,До 700 рублей средний чек,
3173,Pho Xua,Ресторан,"Новосибирск , Красный просп., 101 , ТРК « Ройял - парк »",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
3174,Piccolo,Кондитерская,"Новосибирск , Ватутина , 107 , ТЦ « Мега Новосибирск »",пн - вс 10.00 – 22.00,,,
3175,Pitchii Coffee and Waffles,Кофейня,"Новосибирск , Ленина , 9","пн - пт 8.00 – 22.00 , сб - вс 9.00 – 22.00",,До 700 рублей средний чек,
3176,Pizza City,Ресторан,"Новосибирск , ​ Владимира Заровного , 26 / 1",пн - вс 11.00 – 22.00,,До 700 рублей средний чек,
3177,Pizza Gravity 54,Ресторан,"Новосибирск , ​ Бориса Богаткова , 253 / 3",пн - вс 10.00 – 21.00,,До 700 рублей средний чек,
3178,Pizza счастья,Ресторан,"Новосибирск , просп.​ Академика Сандахчиева , 9",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
3179,Plan B,Ресторан,"Новосибирск , Восход , 26 / 1",пн - вс 16.00 – 3.00,,,
3180,"Please , Don ' t Stick",Кондитерская,"Новосибирск , Красный просп., 31 , цокольный этаж",пн - вс 12.00 – 24.00,,До 700 рублей средний чек,
3181,Poke Top,Ресторан,"Новосибирск , Максима Горького , 81","пн - чт , вс 9.00 – 0.00 , пт - сб 9.00 – 1.00",,700 – 1700 рублей средний чек,
3182,Pomodoro Royal,Фастфуд,"Новосибирск , Гусинобродское ш., 20 , ТРЦ « Континент »",пн - вс 10.00 – 21.00,,До 700 рублей средний чек,
3183,Pon & Go,Ресторан,"Новосибирск , Блюхера , 47 , корп.1",пн - вс 12.00 – 0.00,,До 700 рублей средний чек,
3184,Porter House,Бар,"Новосибирск , пос.Краснообск , Центральная , Дом связи","пн , ср - чт 16.00 – 0.00 , пт 16.00 – 2.00 , сб 14.00 – 2.00 , вс 14.00 – 0.00",,700 – 1700 рублей средний чек,
3185,Potehin Pizza,Фастфуд,"Новосибирск , ​ Петухова , 95",пн - вс 11.00 – 22.30,,До 700 рублей средний чек,
3186,Potehin Pizza,Фастфуд,"Новосибирск , ​ Мичурина , 20",пн - вс 11.00 – 23.00,,До 700 рублей средний чек,
3187,Prazacka,Ресторан,"Новосибирск , Кошурникова , 8 / 1","пн - чт , вс 12.00 – 1.00 , пт - сб 12.00 – 2.00",,700 – 1700 рублей средний чек,
3188,Prego,Кафе,"Новосибирск , пл.Труда , 1",пн - пт 8.00 – 19.00,,До 700 рублей средний чек,
3189,Prestige,Ресторан,,,,,
3190,Primetime,Кофейня,"Новосибирск , Советская , 23",пн - вс 9.30 – 18.00,,До 700 рублей средний чек,
3191,Primetime,Кофейня,"Новосибирск , Орджоникидзе , 30",пн - вс 8.00 – 22.00,,До 700 рублей средний чек,
3192,Primetime,Кофейня,"Новосибирск , Дуси Ковальчук , 179 / 5 , БЦ « Колибри »",пн - вс 9.00 – 22.00,,До 700 рублей средний чек,
3193,Primetime,Кофейня,"Новосибирск , Советская , 8",пн - вс 10.00 – 21.00,,До 700 рублей средний чек,
3194,Primetime,Кофейня,"Новосибирск , Красный просп., 31",пн - вс 9.30 – 21.00,,До 700 рублей средний чек,
3195,Primetime,Кофейня,"Новосибирск , Орджоникидзе , 18",пн - вс 9.00 – 0.00,,До 700 рублей средний чек,
3196,Primetime,Кофейня,"Новосибирск , Кирова , 23",пн - вс 9.00 – 22.00,,До 700 рублей средний чек,
3197,Primetime,Кофейня,"Новосибирск , Красный просп., 157 / 1 , 1 этаж",пн - вс 8.00 – 21.00,,До 700 рублей средний чек,
3198,Primetime,Кофейня,"Новосибирск , просп.Карла Маркса , 39",пн - вс 8.00 – 23.00,,До 700 рублей средний чек,
3199,Primetime,Кофейня,"Новосибирск , Большевистская , 45 / 1",пн - вс 9.00 – 21.00,,До 700 рублей средний чек,
3200,Primetime,Кофейня,"Новосибирск , пос.Кольцово , Никольский просп., 1",пн - вс 10.00 – 21.00,,До 700 рублей средний чек,
3201,Primetime,Кофейня,"Новосибирск , Красный просп., 2 / 1 , супермаркет « Мегас », 1 этаж",пн - вс 9.00 – 21.00,,До 700 рублей средний чек,
3202,Primetime,Кофейня,"Новосибирск , Выставочная , 38 / 1 , 1 этаж",пн - вс 10.00 – 18.00,,До 700 рублей средний чек,
3203,Primetime,Кофейня,"Новосибирск , Кошурникова , 33",пн - вс 10.00 – 21.00,,До 700 рублей средний чек,
3204,Primetime,Кофейня,"Новосибирск , Серебренниковская , 20 , 1 этаж",пн - пт 9.00 – 19.00,,До 700 рублей средний чек,
3205,Primetime,Кофейня,"Новосибирск , Красный просп., 25 / 1 , корп.1","пн - пт 7.30 – 22.00 , сб - вс 8.00 – 22.00",,До 700 рублей средний чек,
3206,Primetime,Кофейня,"Новосибирск , Обская , 2",пн - вс 9.00 – 20.00,,До 700 рублей средний чек,
3207,Primetime,Кофейня,"Новосибирск , Светлановская , 50 , ТВК « Большая Медведица »",пн - вс 10.00 – 20.30,,До 700 рублей средний чек,
3208,Primetime,Кофейня,"Новосибирск , микрорайон Стрижи , 11",пн - вс 8.00 – 22.00,,До 700 рублей средний чек,
3209,Primetime,Кофейня,"Новосибирск , Краснообск , 6 - й микрорайон , 1","пн - пт 6.55 – 21.00 , сб - вс 8.00 – 21.00",,До 700 рублей средний чек,
3210,Primetime,Кофейня,"Новосибирск , Героев Революции , 64",пн - вс 8.00 – 22.00,,До 700 рублей средний чек,
3211,Primetime Family Café,Кафе,"Новосибирск , Красный просп., 157 / 1 , 1 этаж",пн - вс 10.00 – 22.00,,700 – 1700 рублей средний чек,
3212,Primo Grill,Ресторан,"Новосибирск , Каменская , 55",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
3213,Pro - testo,Ресторан,"Новосибирск , пос.Кольцово , Вознесенская , 3",пн - вс 9.00 – 21.00,,До 700 рублей средний чек,
3214,Public,Паб,"Новосибирск , Советская , 52",пн - вс 12.00 – 1.00,,700 – 1700 рублей средний чек,
3215,Pura Vida,Кафе,"Новосибирск , ​ Сибревкома , 9","пн - чт , вс 11.00 – 0.00 , пт - сб 11.00 – 2.00",,700 – 1700 рублей средний чек,
3216,Qoob,Ресторан,"Новосибирск , Красный просп., 33","пн - чт , вс 15.00 – 2.00 , пт - сб 15.00 – 4.00",,До 700 рублей средний чек,
3217,Ragu Café,Кафе,"Новосибирск , Красный просп., 17 , ТЦ « Бутон », 8 – 9 этаж","пн - чт , вс 12.00 – 2.00 , пт - сб 12.00 – 4.00",,700 – 1700 рублей средний чек,
3218,Red Hot Pizza,Ресторан,"Новосибирск , Военная , 5 , ТРЦ « Аура »",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
3219,Red Rabbit,Бар,"Новосибирск , Ильича , 8","бар : пн - чт , вс 12.00 – 0.00 , пт - сб 12.00 – 2.00 ; кофейня : пн - вс 8.00 – 0.00",,700 – 1700 рублей средний чек,
3220,Respublica,Бар,"Новосибирск , Ленина , 6","пн - чт , вс 12.00 – 2.00 , пт - сб 12.00 – 6.00",,700 – 1700 рублей средний чек,
3221,Respublica,Бар,"Новосибирск , Гоголя , 33 / 1","пн - чт , вс 12.00 – 1.00 , пт - сб 12.00 – 4.00",,700 – 1700 рублей средний чек,
3222,Respublica,Бар,"Новосибирск , Бориса Богаткова , 201 / 1 , 2 этаж","пн - чт , вс 12.00 – 1.00 , пт - сб 12.00 – 4.00",,700 – 1700 рублей средний чек,
3223,Respublica,Бар,"Новосибирск , Фрунзе , 5","пн - чт , вс 12.00 – 1.00 , пт - сб 12.00 – 4.00",,700 – 1700 рублей средний чек,
3224,Respublica,Бар,"Новосибирск , Дуси Ковальчук , 179 / 2 , 1 этаж","пн - чт 11.00 – 1.00 , пт 11.00 – 4.00 , сб 12.00 – 4.00 , вс 12.00 – 1.00",,700 – 1700 рублей средний чек,
3225,Respublica,Бар,"Новосибирск , Покрышкина , 6","пн - чт 11.00 – 1.00 , пт 11.00 – 4.00 , сб 12.00 – 4.00 , вс 12.00 – 1.00",,700 – 1700 рублей средний чек,
3226,River Park,Кафе,"Новосибирск , Добролюбова , 2 , отель River Park Hotel",пн - вс 7.00 – 0.00,,700 – 1700 рублей средний чек,
3227,Riverside Bar & Food,Бар,"Новосибирск , Большевистская , 128","пн - чт , вс 18.00 – 1.00 , пт - сб 15.00 – 2.00",,700 – 1700 рублей средний чек,
3228,Robusta,Кофейня,"Новосибирск , Инженерная , 20",пн - пт 9.00 – 18.00,,До 700 рублей средний чек,
3229,Robusta,Кофейня,"Новосибирск , Николаева , 11 , 13 этаж",пн - пт 9.00 – 18.00,,До 700 рублей средний чек,
3230,Rock Coffee Altay,Кофейня,"Новосибирск , Сакко и Ванцетти , 77","пн - пт 8.00 – 20.00 , сб 10.00 – 20.00",,,
3231,Rock Coffee Altay,Кофейня,"Новосибирск , Большевистская , 52 / 1","пн - пт 8.00 – 20.00 , сб - вс 10.00 – 20.00",,,
3232,Roma Antica,Ресторан,"Новосибирск , Серебренниковская , 9 , 1 этаж",пн - вс 10.00 – 23.00,,700 – 1700 рублей средний чек,
3233,Romanov,Ресторан,"Новосибирск , Арбузова , 6 / 2 , Park Wood Hotel , 1 этаж",круглосуточно,,700 – 1700 рублей средний чек,
3234,Royal Pub,Бар,"Новосибирск , Немировича - Данченко , 146 / 2","пн - чт , вс 11.00 – 23.00 , пт - сб 10.00 – 0.00",,До 700 рублей средний чек,
3235,Rustico Pizza,Ресторан,"Новосибирск , ​ Петухова , 14б",пн - вс 9.00 – 22.00,,До 700 рублей средний чек,
3236,Sagittarius,Банкетный зал,"Новосибирск , пос.Садовый , Березовая 14 / 7 , резиденция Sagittarius",по предварительной договоренности,,,
3237,Salt,Винотека,"Новосибирск , Фрунзе , 3",вт - вс 12.00 – 0.00,,1700 – 3000 рублей средний чек,
3238,Santa Coffee,Кофейня,"Новосибирск , пл.Карла Маркса , 3 , ТОЦ « Версаль », 1 этаж",пн - вс 10.00 – 21.00,,,
3239,Santa Coffee,Кофейня,"Новосибирск , пл.Карла Маркса , 2 , ТЦ Festival Gallery , 1 этаж",пн - вс 10.00 – 21.00,,,
3240,Santa Coffee,Кофейня,"Новосибирск , Красный просп., 218 / 2","пн - пт 7.30 – 20.00 , сб - вс 9.00 – 19.00",,,
3241,Santa Coffee,Кофейня,"Новосибирск , Красный просп., 161",пн - вс 10.00 – 22.00,,,
3242,Santa Coffee,Кофейня,"Новосибирск , ​ Немировича - Данченко , 148 / 2","пн - пт 7.30 – 23.00 , сб - вс 9.00 – 23.00",,,
3243,Schale,Кафе,"Новосибирск , Петухова , 38",пн - вс 11.00 – 2.00,,До 700 рублей средний чек,
3244,Schmidt,Пекарня,"Новосибирск , Гоголя , 9",пн - вс 8.00 – 22.00,,,
3245,Schmidt,Пекарня,"Новосибирск , Вокзальная магистраль , 16",пн - вс 8.00 – 22.00,,,
3246,Schmidt,Пекарня,"Новосибирск , Челюскинцев , 18 / 1",пн - вс 8.00 – 21.30,,,
3247,Schmidt,Пекарня,"Новосибирск , Ленина , 12 , 2 этаж",пн - вс 8.00 – 22.00,,,
3248,Schulz,Бар,"Новосибирск , Советская , 20","пн - чт 12.00 – 0.00 , пт 12.00 – 2.00 , сб 14.00 – 2.00 , вс 14.00 – 0.00",,700 – 1700 рублей средний чек,
3249,Schulz,Бар,"Новосибирск , Фрунзе , 4 , цокольный этаж","пн - чт 12.00 – 0.00 , пт 12.00 – 2.00 , сб 14.00 – 2.00 , вс 14.00 – 0.00",,700 – 1700 рублей средний чек,
3250,Schulz,Бар,"Новосибирск , Ватутина , 23 , цокольный этаж","пн - чт 12.00 – 0.00 , пт 12.00 – 2.00 , сб 14.00 – 2.00 , вс 14.00 – 0.00",,700 – 1700 рублей средний чек,
3251,SCM,Кофейня,"Новосибирск , ​ Кирова , 29","пн - пт 7.00 – 19.00 , сб - вс 9.00 – 17.00",,,
3252,Shabba Bar,Ресторан,"Новосибирск , Трудовая , 1 , цокольный этаж","пн - чт 14.00 – 2.00 , пт - вс 14.00 – 5.00",,,
3253,Shaurmeals,Ресторан,"Новосибирск , Дуси Ковальчук , 378а , корп.10",пн - сб 10.00 – 22.00,,До 700 рублей средний чек,
3254,Sheih,Ресторан,"Новосибирск , Кошурникова , 39 / 1",пн - вс 15.00 – 3.00,,,
3255,Shifu,Ресторан,"Новосибирск , Красный просп., 22 , 1 этаж","пн - чт , вс 12.00 – 22.00 , пт - сб 12.00 – 23.00",,700 – 1700 рублей средний чек,
3256,Shurubor Coffeeshop,Кофейня,"Новосибирск , Красный просп., 77б , корп.1",пн - вс 7.30 – 22.00,,До 700 рублей средний чек,
3257,Shurubor Coffeeshop,Кофейня,"Новосибирск , Ильича , 6",пн - вс 10.00 – 21.00,,До 700 рублей средний чек,
3258,Shurubor Coffeeshop,Кофейня,"Новосибирск , Ленина , 3 , гостиница « Центральная »",пн - вс 7.30 – 22.00,,До 700 рублей средний чек,
3259,Siberian Smoke,Ресторан,"Новосибирск , Красный просп., 45","пн - чт 14.00 – 1.00 , пт - вс 14.00 – 2.00",,,
3260,Siberian Story,Кофейня,"Новосибирск , Красный просп., 11",пн - вс 7.30 – 22.30,,До 700 рублей средний чек,
3261,Siberian Story,Кофейня,"Новосибирск , Красный просп., 47",пн - вс 7.30 – 22.30,,До 700 рублей средний чек,
3262,Siberian Story,Кофейня,"Новосибирск , Кутателадзе , 4 / 4",пн - вс 10.00 – 22.30,,До 700 рублей средний чек,
3263,Siesta,Банкетный зал,"Новосибирск , Петухова , 22",по предварительной договоренности,,,
3264,Silver,Банкетный зал,"Новосибирск , Дуси Ковальчук , 252",по предварительной договоренности,,,
3265,Sinlun,Ресторан,"Новосибирск , Кирова , 29",пн - вс 11.00 – 0.00,,700 – 1700 рублей средний чек,
3266,Skopin,Винотека,"Новосибирск , Колыванская , 8",пн - вс 12.00 – 0.00,,1700 – 3000 рублей средний чек,
3267,Skuratov Coffee,Кофейня,"Новосибирск , Ватутина , 107 , ТЦ « Мега Новосибирск »",пн - вс 10.00 – 22.00,,,
3268,Skuratov Coffee,Кофейня,"Новосибирск , Советская , 18",пн - вс 6.55 – 23.05,,,
3269,Skuratov Coffee,Кофейня,"Новосибирск , ​ Геодезическая , 2 / 1",пн - вс 6.55 – 23.55,,,
3270,Sky City,Спортбар,"Новосибирск , Немировича - Данченко , 142 , ТРК « Горский »","пн - чт 12.00 – 0.00 , пт 12.00 – 6.00 , сб 10.00 – 6.00 , вс 10.00 – 0.00",,700 – 1700 рублей средний чек,
3271,Sky City,Ресторан,,,,,
3272,Skyexpo,Ресторан,"Новосибирск , Станционная , 100",круглосуточно,,700 – 1700 рублей средний чек,
3273,Sky Lounge,Ресторан,"Новосибирск , просп.Димитрова , 4 / 1 , БЦ « Кобра »","пн - пт 12.00 – 0.00 , сб - вс 15.00 – 15.00",,700 – 1700 рублей средний чек,
3274,Sloyka,Пекарня,"Новосибирск , Иванова , 29",пн - вс 8.00 – 21.00,,До 700 рублей средний чек,
3275,Smoking,Ресторан,"Новосибирск , Гоголя , 42","пн - чт , вс 15.00 – 2.00 , пт - сб 15.00 – 4.00",,,
3276,Softhard Bar,Бар,"Новосибирск , Инженерная , 4а","пн 12.00 – 1.00 , вт - чт 12.00 – 2.00 , пт 12.00 – 3.00 , сб 14.00 – 3.00 , вс 14.00 – 1.00",,До 700 рублей средний чек,
3277,Sokol Coffee,Кофейня,"Новосибирск , Военная , 5 , ТРЦ « Аура »",пн - вс 10.00 – 22.00,,,
3278,Solo,Банкетный зал,"Новосибирск , Станиславского , 40",по предварительной договоренности,,,
3279,Solo,Банкетный зал,"Новосибирск , Серафимовича , 25",по предварительной договоренности,,,
3280,Sparks Downtown Kitchen,Кафе,"Новосибирск , Красный просп., 37","пн - чт , вс 12.00 – 1.00 , пт - сб 12.00 – 2.00",,700 – 1700 рублей средний чек,
3281,Sparks Home Kitchen,Кафе,"Новосибирск , Ильича , 8","пн - чт , вс 12.00 – 1.00 , пт - сб 12.00 – 2.00",,700 – 1700 рублей средний чек,
3282,SPB,Фастфуд,"Новосибирск , Фрунзе , 49 / 3","пн - чт , вс 10.00 – 22.00 , пт - сб 10.00 – 0.00",,До 700 рублей средний чек,
3283,Spot & Choo ' s Burgers,Ресторан,"Новосибирск , Ильича , 10",пн - вс 12.00 – 0.00,,До 700 рублей средний чек,
3284,Stan Lee,Ресторан,"Новосибирск , Урицкого , 32",пн - вс 12.00 – 3.00,,,
3285,Subway,Фастфуд,"Новосибирск , Дмитрия Шамшурина , 43 , 1 этаж",круглосуточно,,До 700 рублей средний чек,
3286,Sun Rise,Кафе,"Новосибирск , Динамовцев , 1",пн - вс 11.00 – 0.00,,700 – 1700 рублей средний чек,
3287,Superego,Ресторан,"Новосибирск , Ленина , 12","пн - чт , вс 12.00 – 2.00 , пт - сб 12.00 – 4.00",,До 700 рублей средний чек,
3288,Superego,Кофейня,"Новосибирск , микрорайон Стрижи , 10","пн - пт 8.00 – 22.00 , сб - вс 9.00 – 22.00",,До 700 рублей средний чек,
3289,Svoboda,Кофейня,"Новосибирск , ​ просп.Строителей , 21",пн - вс 11.00 – 21.00,,,
3290,Svoboda,Кофейня,"Новосибирск , ​ прос.Академика Сандахчиева , 1",пн - вс 10.00 – 21.00,,,
3291,Sweetness,Кондитерская,"Новосибирск , Геодезическая , 4 / 1 , ТЦ « Амстердам »",пн - вс 9.00 – 21.00,,До 700 рублей средний чек,
3292,Taqueria del centro,Бар,"Новосибирск , Ленина , 9","пн - чт , вс 12.00 – 0.00 , пт - сб 12.00 – 2.00",,До 700 рублей средний чек,
3293,Tasty Room,Ресторан,"Новосибирск , ​ Дмитрия Шамшурина , 47б",пн - вс 10.00 – 20.00,,До 700 рублей средний чек,
3294,Tata Tomato,Ресторан,"Новосибирск , Иванова , 29","пн - пт 12.00 – 22.00 , сб - вс 11.00 – 22.00",,700 – 1700 рублей средний чек,
3295,Teahupoo Coffee Brewing Co.,Кофейня,"Новосибирск , Ильича , 10",пн - вс 7.45 – 22.45,,,
3296,Team Grill,Бар,"Новосибирск , Ученическая , 2а",пн - вс 11.00 – 23.00,,700 – 1700 рублей средний чек,
3297,The Chops,Ресторан,"Новосибирск , Урицкого , 17","пн - пт 17.00 – 1.00 , сб - вс 12.00 – 1.00",,700 – 1700 рублей средний чек,
3298,The Fog,Ресторан,"Новосибирск , Геодезическая , 2 / 1","пн - чт , вс 14.00 – 1.00 , пт - сб 14.00 – 3.00",,,
3299,The Loft Lounge,Ресторан,"Новосибирск , Коммунистическая , 45","пн - чт , вс 12.00 – 2.00 , пт - сб 12.00 – 4.00",,,
3300,The Rooks,Бар,"Новосибирск , Коммунистическая , 45","пн - чт , вс 17.00 – 2.00 , пт - сб 17.00 – 4.00",,,
3301,The Yogurt Shop,Кондитерская,"Новосибирск , Красный просп., 101 , ТРК « Ройял - парк », 2 этаж",пн - вс 10.00 – 22.00,,,
3302,Time,Кафе,"Новосибирск , Большевистская , 103 , БЦ « Якутия »",пн - пт 8.00 – 17.00,,До 700 рублей средний чек,
3303,Tolstyi Lev,Бар,"Новосибирск , Льва Толстого , 77 , гостиница Tolstogo City Hotel",пн - вс 8.00 – 20.00,,700 – 1700 рублей средний чек,
3304,Tomyumbar,Ресторан,"Новосибирск , Мичурина , 11","пн - чт , вс 11.00 – 23.00 , пт - сб 11.00 – 0.00",,700 – 1700 рублей средний чек,
3305,Tomyumbar,Ресторан,"Новосибирск , Красный просп., 50","пн - чт , вс 11.00 – 23.00 , пт - сб 11.00 – 0.00",,700 – 1700 рублей средний чек,
3306,Tomyumbar,Ресторан,"Новосибирск , Ленина , 20","пн - чт , вс 11.00 – 22.00 , пт - сб 11.00 – 23.00",,700 – 1700 рублей средний чек,
3307,Tomyumbar,Ресторан,"Новосибирск , Ватутина , 107 , ТЦ « Мега Новосибирск »",пн - вс 11.00 – 22.00,,700 – 1700 рублей средний чек,
3308,Traveler ' s Coffee,Кофейня,"Новосибирск , Мусы Джалиля , 14 / 1",пн - вс 7.00 – 23.00,,700 – 1700 рублей средний чек,
3309,Traveler ' s Coffee,Кофейня,"Новосибирск , Красный просп., 65",пн - вс 8.00 – 23.00,,700 – 1700 рублей средний чек,
3310,Traveler ' s Coffee,Кофейня,"Новосибирск , пос.Кольцово , Никольский просп., 2",пн - вс 8.00 – 0.00,,700 – 1700 рублей средний чек,
3311,Traveler ' s Coffee,Кофейня,"Новосибирск , Гоголя , 13 , ТРЦ « Галерея Новосибирск »",пн - вс 10.00 – 22.00,,700 – 1700 рублей средний чек,
3312,Traveler ' s Coffee,Кофейня,"Новосибирск , Красный просп., 101 , ТРК « Ройял - парк »",пн - вс 10.00 – 22.00,,700 – 1700 рублей средний чек,
3313,TRM,Бар,"Новосибирск , Коммунистическая , 43","ср - чт , вс 18.00 – 2.00 , пт - сб 18.00 – 6.00",,,
3314,Truck House,Кафе,"Новосибирск , Пашинский пер., 1 , корп.2",круглосуточно,,До 700 рублей средний чек,
3315,Tuan Pho Vietnam,Ресторан,"Новосибирск , Вилюйская , 15",пн - вс 11.00 – 22.00,,До 700 рублей средний чек,
3316,Tutti Frutti Summer Love,Кондитерская,"Новосибирск , Гоголя , 13 , ТРЦ « Галерея Новосибирск »",пн - вс 10.00 – 22.00,,,
3317,Two Pizza,Ресторан,"Новосибирск , Заречная , 4",пн - вс 12.00 – 23.00,,До 700 рублей средний чек,
3318,Vaer,Бар,"Новосибирск , Декабристов , 41","пн - чт , вс 10.00 – 0.00 , пт - сб 10.00 – 2.00",,700 – 1700 рублей средний чек,
3319,Vaer Pub,Бар,"Новосибирск , Ипподромская , 8","пн - чт , вс 12.00 – 0.00 , пт - сб 12.00 – 2.00",,,
3320,Vaer Pub,"бар, паб","Новосибирск , Владимира Заровного , 26","пн - чт , вс 12.00 – 0.00 , пт - сб 12.00 – 2.00",,,
3321,Vatel,Ресторан,"Новосибирск , ​ Красный просп., 50","пн - сб 12.00 – 0.00 , вс 15.00 – 0.00",,700 – 1700 рублей средний чек,
3322,Veggie Pit,Кафе,"Новосибирск , Каменская , 45",пн - вс 11.00 – 19.00,,До 700 рублей средний чек,
3323,Veggy,Ресторан,"Новосибирск , Урицкого , 36",пн - вс 10.00 – 22.00,,700 – 1700 рублей средний чек,
3324,Via Margarita,Ресторан / Новое,"Новосибирск , Карла Маркса , 28 / 1","пн - чт , вс 12.00 – 0.00 , пт - сб 12.00 – 1.00",,700 – 1700 рублей средний чек,
3325,Waffle Patio,Кондитерская,"Новосибирск , Фрунзе , 238 , ТРЦ « Сибирский молл »",пн - вс 10.00 – 22.00,,,
3326,Wasabi,Ресторан,"Новосибирск , Богдана Хмельницкого , 6",пн - вс 11.00 – 22.00,,До 700 рублей средний чек,
3327,Wasabi,Ресторан,"Новосибирск , Красноярская , 34",пн - вс 11.00 – 22.00,,До 700 рублей средний чек,
3328,Wasteland,Кофейня,"Новосибирск , Галущака , 15 , цокольный этаж",пн - вс 10.00 – 0.00,,,
3329,Wok in Wall,Ресторан,"Новосибирск , Ленина , 3 , гостиница « Центральная »",пн - вс 11.00 – 21.30,,До 700 рублей средний чек,
3330,Wok in Wall,Ресторан,"Новосибирск , Красный просп., 29 / 1 , ТЦ « Пирамида »",пн - вс 11.00 – 21.30,,До 700 рублей средний чек,
3331,Woksy,Ресторан,"Новосибирск , Красный просп., 101 , ТРК « Ройял - парк », 2 этаж",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
3332,Woksy,Ресторан,"Новосибирск , Большевистская , 43 / 1 , ТК « Речной вокзал »",пн - вс 10.00 – 23.00,,До 700 рублей средний чек,
3333,Wong Bistro,Ресторан,"Новосибирск , Ленина , 10а , ТЦ « Пассаж »",пн - вс 12.00 – 0.00,,До 700 рублей средний чек,
3334,Wood Moon,Ресторан,"Новосибирск , Советская , 58","пн - чт 16.00 – 2.00 , пт - вс 16.00 – 4.00",,,
3335,Woody Bar,Бар,"Новосибирск , Коммунистическая , 43","пн - чт , вс 18.00 – 2.00 , пт - сб 18.00 – 6.00",,700 – 1700 рублей средний чек,
3336,Yard,Бар,"Новосибирск , Урицкого , 17","пн - пт 17.00 – 22.00 , сб - вс 12.00 – 22.00",,,
3337,Yofi,Ресторан,"Новосибирск , Красный просп., 22",пн - вс 12.00 – 0.00,,700 – 1700 рублей средний чек,
3338,Yoossi,Кафе,"Новосибирск , Вокзальная магистраль , 6а",пн - вс 11.00 – 23.00,,До 700 рублей средний чек,
3339,Zakher,Кофейня,"Новосибирск , ​ Дуси Ковальчук , 260",пн - вс 8.00 – 22.00,,,
3340,Zakher,Кофейня,"Новосибирск , ​ Писарева , 1",пн - вс 8.00 – 22.00,,,
3341,Zakher,Кофейня,"Новосибирск , ​ Красный просп., 66",пн - вс 8.00 – 22.00,,,
3342,Zakher,Кофейня,"Новосибирск , ​ Красный просп., 17",пн - вс 8.00 – 22.00,,,
3343,Zanzibar,Бар,"Новосибирск , Гоголя , 42","пн - чт , вс 19.00 – 4.00 , пт - сб 19.00 – 6.00",,700 – 1700 рублей средний чек,
3344,"Абдула , поджигай !",Ресторан,"Новосибирск , Советская , 8",пн - вс 14.00 и до последнего посетителя,,,
3345,"Абдула , поджигай !",Ресторан,"Новосибирск , Максима Горького , 87",пн - вс 14.00 и до последнего посетителя,,700 – 1700 рублей средний чек,
3346,"Абдула , поджигай !",Ресторан,"Новосибирск , Комсомольский просп., 24",пн - вс 14.00 и до последнего посетителя,,,
3347,Абрикоска,Кафе,"Новосибирск , Зорге , 1а , ТЦ « Татьяна », 2 этаж",пн - вс 10.00 – 20.00,,До 700 рублей средний чек,
3348,Аванта,Ресторан,"Новосибирск , Гоголя , 189 / 1 , отель « Аванта »",круглосуточно,,700 – 1700 рублей средний чек,
3349,Австрия,Ресторан,"Новосибирск , Мичурина , 12а","пн - чт , вс 12.00 – 0.00 , пт - сб 12.00 – 2.00",,700 – 1700 рублей средний чек,
3350,Ага,Ресторан,"Новосибирск , Горский микрорайон , 51 , цокольный этаж",пн - вс 10.00 – 21.00,,До 700 рублей средний чек,
3351,Ага,Ресторан,"Новосибирск , Выборная , 115 / 2",пн - вс 10.00 – 21.00,,До 700 рублей средний чек,
3352,Агат,Кафе,"Новосибирск , Сибирская , 58",пн - вс 11.00 – 0.00,,700 – 1700 рублей средний чек,
